"id","name","subdistrict_id"
"ward1101010001","LATIUNG","TEUPAH SELATAN"
"ward1101010002","LABUHAN BAJAU","TEUPAH SELATAN"
"ward1101010003","SUAK LAMATAN","TEUPAH SELATAN"
"ward1101010004","ANA AO","TEUPAH SELATAN"
"ward1101010005","LATALING","TEUPAH SELATAN"
"ward1101010006","PULAU BENGKALAK","TEUPAH SELATAN"
"ward1101010007","BADEGONG","TEUPAH SELATAN"
"ward1101010008","KEBUN BARU","TEUPAH SELATAN"
"ward1101010009","ULUL MAYANG","TEUPAH SELATAN"
"ward1101010010","PASIR TINGGI","TEUPAH SELATAN"
"ward1101010011","LABUHAN JAYA","TEUPAH SELATAN"
"ward1101010012","LABUHAN BAKTI","TEUPAH SELATAN"
"ward1101010013","BATU RALANG","TEUPAH SELATAN"
"ward1101010014","ALUS ALUS","TEUPAH SELATAN"
"ward1101010015","SEUNEUBOK","TEUPAH SELATAN"
"ward1101010016","BLANG SEBEL","TEUPAH SELATAN"
"ward1101010017","TRANS BARU","TEUPAH SELATAN"
"ward1101010018","TRANS MERANTI","TEUPAH SELATAN"
"ward1101010019","TRANS JERNGE","TEUPAH SELATAN"
"ward1101020022","AIR PINANG","SIMEULUE TIMUR"
"ward1101020023","KUALA MAKMUR","SIMEULUE TIMUR"
"ward1101020024","GANTING","SIMEULUE TIMUR"
"ward1101020025","LINGGI","SIMEULUE TIMUR"
"ward1101020026","LUGU","SIMEULUE TIMUR"
"ward1101020027","SINABANG","SIMEULUE TIMUR"
"ward1101020028","SUKA MAJU","SIMEULUE TIMUR"
"ward1101020029","SUKA KARYA","SIMEULUE TIMUR"
"ward1101020030","SUKA JAYA","SIMEULUE TIMUR"
"ward1101020031","AIR DINGIN","SIMEULUE TIMUR"
"ward1101020032","KOTA BATU","SIMEULUE TIMUR"
"ward1101020035","SUAK BULUH","SIMEULUE TIMUR"
"ward1101020036","UJUNG TINGGI","SIMEULUE TIMUR"
"ward1101020037","PULAU SIUMAT","SIMEULUE TIMUR"
"ward1101020038","SEFOYAN","SIMEULUE TIMUR"
"ward1101020039","AMAITENG MULIA","SIMEULUE TIMUR"
"ward1101020040","AMERIA BAHAGIA","SIMEULUE TIMUR"
"ward1101021001","SITAL","TEUPAH BARAT"
"ward1101021002","LEUBANG","TEUPAH BARAT"
"ward1101021003","LEUBANG HULU","TEUPAH BARAT"
"ward1101021004","AWE SEUBAL","TEUPAH BARAT"
"ward1101021005","LANTIK","TEUPAH BARAT"
"ward1101021006","AWE KECIL","TEUPAH BARAT"
"ward1101021007","SALUR","TEUPAH BARAT"
"ward1101021008","SALUR LATUN","TEUPAH BARAT"
"ward1101021009","SALUR LASENGALU","TEUPAH BARAT"
"ward1101021010","NANCALA","TEUPAH BARAT"
"ward1101021011","MAUDIL","TEUPAH BARAT"
"ward1101021012","INOR","TEUPAH BARAT"
"ward1101021013","NAIBOS","TEUPAH BARAT"
"ward1101021014","LAAYON","TEUPAH BARAT"
"ward1101021015","ANGKEO","TEUPAH BARAT"
"ward1101021016","BUNON","TEUPAH BARAT"
"ward1101021017","SILENGAS","TEUPAH BARAT"
"ward1101021018","PULAU TEUPAH","TEUPAH BARAT"
"ward1101022001","KAHAT","TEUPAH TENGAH"
"ward1101022002","BUSUNG INDAH","TEUPAH TENGAH"
"ward1101022003","NANCAWA","TEUPAH TENGAH"
"ward1101022004","LABUAH","TEUPAH TENGAH"
"ward1101022005","ABAIL","TEUPAH TENGAH"
"ward1101022006","SIMPANG ABAIL","TEUPAH TENGAH"
"ward1101022007","LANTING","TEUPAH TENGAH"
"ward1101022008","LASIKIN","TEUPAH TENGAH"
"ward1101022009","MATANURUNG","TEUPAH TENGAH"
"ward1101022010","SUA SUA","TEUPAH TENGAH"
"ward1101022011","BATU BATU","TEUPAH TENGAH"
"ward1101022012","SITUBUK","TEUPAH TENGAH"
"ward1101030001","DIHIT","SIMEULUE TENGAH"
"ward1101030002","LAUKE","SIMEULUE TENGAH"
"ward1101030003","LAMBAYA","SIMEULUE TENGAH"
"ward1101030004","LAKUBANG","SIMEULUE TENGAH"
"ward1101030005","KAMPUNG AIE","SIMEULUE TENGAH"
"ward1101030006","LAUREE","SIMEULUE TENGAH"
"ward1101030007","LATITIK","SIMEULUE TENGAH"
"ward1101030008","LAMAYANG","SIMEULUE TENGAH"
"ward1101030009","WEL WEL","SIMEULUE TENGAH"
"ward1101030020","SITUFA JAYA","SIMEULUE TENGAH"
"ward1101030021","PUTRA JAYA","SIMEULUE TENGAH"
"ward1101030022","LUAN SORIP","SIMEULUE TENGAH"
"ward1101030023","SUAK BARU","SIMEULUE TENGAH"
"ward1101030024","SEBBE","SIMEULUE TENGAH"
"ward1101030025","KUTA BARU","SIMEULUE TENGAH"
"ward1101030026","WEL LANGKOM","SIMEULUE TENGAH"
"ward1101031001","KUALA BAKTI","TELUK DALAM"
"ward1101031002","LUGU SEBAHAK","TELUK DALAM"
"ward1101031003","GUNUNG PUTIH","TELUK DALAM"
"ward1101031004","BABUSSALAM","TELUK DALAM"
"ward1101031005","MUARA AMAN","TELUK DALAM"
"ward1101031006","LUAN BALU","TELUK DALAM"
"ward1101031007","SAMBAI","TELUK DALAM"
"ward1101031008","KUALA BARU","TELUK DALAM"
"ward1101031009","TANJUNG RAYA","TELUK DALAM"
"ward1101031010","BULU HADIK","TELUK DALAM"
"ward1101032001","BUBUHAN","SIMEULUE CUT"
"ward1101032002","AMARABU","SIMEULUE CUT"
"ward1101032003","KUTA INANG","SIMEULUE CUT"
"ward1101032004","KUTA PADANG","SIMEULUE CUT"
"ward1101032005","LATAK AYAH","SIMEULUE CUT"
"ward1101032006","SIBULUH","SIMEULUE CUT"
"ward1101032007","BORENGAN","SIMEULUE CUT"
"ward1101032008","UJUNG PADANG","SIMEULUE CUT"
"ward1101040001","UJUNG SALANG","SALANG"
"ward1101040002","PADANG UNOI","SALANG"
"ward1101040003","MEUNAFA","SALANG"
"ward1101040004","NASREUHE","SALANG"
"ward1101040005","ALONG","SALANG"
"ward1101040006","PANTON LAWE","SALANG"
"ward1101040007","MUTIARA","SALANG"
"ward1101040008","KARYA BAKTI","SALANG"
"ward1101040009","TAMON JAYA","SALANG"
"ward1101040010","JAYA BARU","SALANG"
"ward1101040011","TAMENG","SALANG"
"ward1101040012","LALLA BAHAGIA","SALANG"
"ward1101040013","SUAK MANANG","SALANG"
"ward1101040014","BUNGA","SALANG"
"ward1101040015","GANANG PUSAKO","SALANG"
"ward1101040016","KENANGAN JAYA","SALANG"
"ward1101050007","SANGGIRAN","SIMEULUE BARAT"
"ward1101050008","AMABAAN","SIMEULUE BARAT"
"ward1101050009","MITEUM","SIMEULUE BARAT"
"ward1101050010","MALASIN","SIMEULUE BARAT"
"ward1101050011","LAMAMEK","SIMEULUE BARAT"
"ward1101050012","SIGULAI","SIMEULUE BARAT"
"ward1101050013","SEMBILAN","SIMEULUE BARAT"
"ward1101050014","LAYABAUNG","SIMEULUE BARAT"
"ward1101050015","LHOK MAKMUR","SIMEULUE BARAT"
"ward1101050016","UJUNG HARAPAN","SIMEULUE BARAT"
"ward1101050017","LHOK BIKHAO","SIMEULUE BARAT"
"ward1101050018","BABUL MAKMUR","SIMEULUE BARAT"
"ward1101050019","BATU RAGI","SIMEULUE BARAT"
"ward1101050020","SINAR BAHAGIA","SIMEULUE BARAT"
"ward1101051001","LAFAKHA","ALAFAN"
"ward1101051002","LHOK DALAM","ALAFAN"
"ward1101051003","LUBUK BAIK","ALAFAN"
"ward1101051004","LANGI","ALAFAN"
"ward1101051005","SERAFON","ALAFAN"
"ward1101051006","LHOK PAUH","ALAFAN"
"ward1101051007","LAMEREM","ALAFAN"
"ward1101051008","LEWAK","ALAFAN"
"ward1102010003","PULAU BAGUK","PULAU BANYAK"
"ward1102010004","PULAU BALAI","PULAU BANYAK"
"ward1102010005","TELUK NIBUNG","PULAU BANYAK"
"ward1102011001","ASANTOLA","PULAU BANYAK BARAT"
"ward1102011002","UJUNG SIALIT","PULAU BANYAK BARAT"
"ward1102011003","HALOBAN","PULAU BANYAK BARAT"
"ward1102011004","SUKA MAKMUR","PULAU BANYAK BARAT"
"ward1102020003","PULO SAROK","SINGKIL"
"ward1102020004","PASAR SINGKIL","SINGKIL"
"ward1102020005","UJUNG","SINGKIL"
"ward1102020006","KOTA SIMBOLING","SINGKIL"
"ward1102020007","KILANGAN","SINGKIL"
"ward1102020009","TELUK AMBUN","SINGKIL"
"ward1102020010","RANTAU GEDANG","SINGKIL"
"ward1102020011","TELUK RUMBIA","SINGKIL"
"ward1102020012","TAKAL PASIR","SINGKIL"
"ward1102020013","SELOK ACEH","SINGKIL"
"ward1102020014","PEA BUMBUNG","SINGKIL"
"ward1102020015","PEMUKA","SINGKIL"
"ward1102020019","SUKA DAMAI","SINGKIL"
"ward1102020020","UJUNG BAWANG","SINGKIL"
"ward1102020021","SITI AMBIA","SINGKIL"
"ward1102020022","SUKA MAKMUR","SINGKIL"
"ward1102021001","GOSONG TELAGA UTARA","SINGKIL UTARA"
"ward1102021002","GOSONG TELAGA SELATAN","SINGKIL UTARA"
"ward1102021003","GOSONG TELAGA TIMUR","SINGKIL UTARA"
"ward1102021004","TELAGA BAKTI","SINGKIL UTARA"
"ward1102021005","KAMPUNG BARU","SINGKIL UTARA"
"ward1102021006","KETAPANG INDAH","SINGKIL UTARA"
"ward1102021007","GOSONG TELAGA BARAT","SINGKIL UTARA"
"ward1102022001","KAYU MENANG","KUALA BARU"
"ward1102022002","KUALA BARU SUNGAI","KUALA BARU"
"ward1102022003","KUALA BARU LAUT","KUALA BARU"
"ward1102022004","SUKA JAYA","KUALA BARU"
"ward1102030017","PANGI","SIMPANG KANAN"
"ward1102030026","TUGAN","SIMPANG KANAN"
"ward1102030027","CIBUBUKAN","SIMPANG KANAN"
"ward1102030028","KAIN GOLONG","SIMPANG KANAN"
"ward1102030029","SUKAREJO","SIMPANG KANAN"
"ward1102030030","TUH TUHAN","SIMPANG KANAN"
"ward1102030031","LAE GECIH","SIMPANG KANAN"
"ward1102030032","SIATAS","SIMPANG KANAN"
"ward1102030033","KUTA KERANGAN","SIMPANG KANAN"
"ward1102030034","LIPAT KAJANG","SIMPANG KANAN"
"ward1102030035","TANJUNG MAS","SIMPANG KANAN"
"ward1102030036","SERASAH","SIMPANG KANAN"
"ward1102030038","UJUNG LIMUS","SIMPANG KANAN"
"ward1102030039","SILATONG","SIMPANG KANAN"
"ward1102030040","LAE RIMAN","SIMPANG KANAN"
"ward1102030041","PERTABAS","SIMPANG KANAN"
"ward1102030042","KUTA TINGGI","SIMPANG KANAN"
"ward1102030043","LAE NIPE","SIMPANG KANAN"
"ward1102030044","PAKIRAMAN","SIMPANG KANAN"
"ward1102030048","LAE GAMBIR","SIMPANG KANAN"
"ward1102030049","KUTA BATU","SIMPANG KANAN"
"ward1102030050","GUHA","SIMPANG KANAN"
"ward1102030051","LIPAT KAJANG ATAS","SIMPANG KANAN"
"ward1102030052","SIDODADI","SIMPANG KANAN"
"ward1102030053","PANDAN SARI","SIMPANG KANAN"
"ward1102031001","PERTAMPAKAN","GUNUNG MERIAH"
"ward1102031002","TANAH MERAH","GUNUNG MERIAH"
"ward1102031003","SEBATANG","GUNUNG MERIAH"
"ward1102031004","SEPING BARU","GUNUNG MERIAH"
"ward1102031005","PERANGUSAN","GUNUNG MERIAH"
"ward1102031006","GUNUNG LAGAN","GUNUNG MERIAH"
"ward1102031007","TANAH BARA","GUNUNG MERIAH"
"ward1102031008","SUKA MAKMUR","GUNUNG MERIAH"
"ward1102031009","SIDOREJO","GUNUNG MERIAH"
"ward1102031010","PANDAN SARI","GUNUNG MERIAH"
"ward1102031011","BLOK 31","GUNUNG MERIAH"
"ward1102031012","BLOK 18","GUNUNG MERIAH"
"ward1102031013","SANGGABERU SILULUSAN","GUNUNG MERIAH"
"ward1102031014","BLOK 15","GUNUNG MERIAH"
"ward1102031015","TULAAN","GUNUNG MERIAH"
"ward1102031016","BLOK VI BARU","GUNUNG MERIAH"
"ward1102031017","TUNAS HARAPAN","GUNUNG MERIAH"
"ward1102031018","LAE BUTAR","GUNUNG MERIAH"
"ward1102031019","RIMO","GUNUNG MERIAH"
"ward1102031020","SIANJO ANJO MERIAH","GUNUNG MERIAH"
"ward1102031021","CINGKAM","GUNUNG MERIAH"
"ward1102031022","BUKIT HARAPAN","GUNUNG MERIAH"
"ward1102031023","PENJAHITAN","GUNUNG MERIAH"
"ward1102031024","TANJUNG BETIK","GUNUNG MERIAH"
"ward1102031025","LABUHAN KERA","GUNUNG MERIAH"
"ward1102032001","SITUBAN MAKMUR","DANAU PARIS"
"ward1102032002","LAE BALNO","DANAU PARIS"
"ward1102032003","SIKORAN","DANAU PARIS"
"ward1102032004","NAPA GALUH","DANAU PARIS"
"ward1102032005","BISKANG","DANAU PARIS"
"ward1102032006","SITUBUH-TUBUH","DANAU PARIS"
"ward1102032007","DANAU PINANG","DANAU PARIS"
"ward1102033001","MANDUMPANG","SURO"
"ward1102033002","ALUR LINCI","SURO"
"ward1102033003","SIRIMO MUNGKUR","SURO"
"ward1102033004","KERAS","SURO"
"ward1102033005","KETANGKUHAN","SURO"
"ward1102033006","SIOMPIN","SURO"
"ward1102033007","BULU ARA","SURO"
"ward1102033008","LAE BANGUN","SURO"
"ward1102033009","BULU SEMA","SURO"
"ward1102033010","PANGKALAN SULAMPI","SURO"
"ward1102033011","SURO BARU","SURO"
"ward1102033012","LAE CIKALA","SURO"
"ward1102042001","SRI KAYU","SINGKOHOR"
"ward1102042002","PEA JAMBU","SINGKOHOR"
"ward1102042003","LAE PINANG","SINGKOHOR"
"ward1102042004","SINGKOHOR","SINGKOHOR"
"ward1102042005","MUKTI HARAPAN","SINGKOHOR"
"ward1102042006","MUKTI JAYA","SINGKOHOR"
"ward1102042007","LAE SIPOLA","SINGKOHOR"
"ward1102043001","MUARA PEA","KOTA BAHARU"
"ward1102043002","SUMBER MUKTI","KOTA BAHARU"
"ward1102043003","LADANG BISIK","KOTA BAHARU"
"ward1102043004","SAMAR DUA","KOTA BAHARU"
"ward1102043005","BUTAR","KOTA BAHARU"
"ward1102043006","MUKTI LINCIR","KOTA BAHARU"
"ward1102043007","LAPAHAN BUAYA","KOTA BAHARU"
"ward1102043008","LENTONG","KOTA BAHARU"
"ward1102043009","DANAU BUNGARA","KOTA BAHARU"
"ward1102043010","SELAKAR UDANG","KOTA BAHARU"
"ward1103010001","KUTA PADANG","TRUMON"
"ward1103010002","RAKET","TRUMON"
"ward1103010003","GAMPONG TENGAH","TRUMON"
"ward1103010004","TEPIN TINGGI","TRUMON"
"ward1103010005","IE MEUDAMA","TRUMON"
"ward1103010009","UJONG TAN0H","TRUMON"
"ward1103010010","KEUDE TRUMON","TRUMON"
"ward1103010011","KUTA BARU","TRUMON"
"ward1103010012","SINGLENG","TRUMON"
"ward1103010013","PANTON BILI","TRUMON"
"ward1103010027","UPT II PD HARAPAN","TRUMON"
"ward1103010030","SEUNABOK JAYA (EX UPT V)","TRUMON"
"ward1103011001","TITI POBEN","TRUMON TIMUR"
"ward1103011002","ALUR BUJOK","TRUMON TIMUR"
"ward1103011003","SEUNEUBOK PUNTHO","TRUMON TIMUR"
"ward1103011008","PINTO RIMBA","TRUMON TIMUR"
"ward1103011009","KRUNG LUAS","TRUMON TIMUR"
"ward1103011010","JAMBO DALEM","TRUMON TIMUR"
"ward1103011011","KAPAI SEUSAK","TRUMON TIMUR"
"ward1103011012","UPT I SNB PUSAKA","TRUMON TIMUR"
"ward1103012001","LHOK RAYA","TRUMON TENGAH"
"ward1103012002","IE JEUREUNEH","TRUMON TENGAH"
"ward1103012003","NACA","TRUMON TENGAH"
"ward1103012004","COT BAYU","TRUMON TENGAH"
"ward1103012005","JAMBO PAPEUN","TRUMON TENGAH"
"ward1103012006","LADANG RIMBA","TRUMON TENGAH"
"ward1103012007","PULO PAYA","TRUMON TENGAH"
"ward1103012008","KRUENG BATEE","TRUMON TENGAH"
"ward1103012009","KAMPONG TEUNGOH","TRUMON TENGAH"
"ward1103012010","GUNONG KAPHO","TRUMON TENGAH"
"ward1103020001","UJUNG MANGKI","BAKONGAN"
"ward1103020002","KEUDE BAKONGAN","BAKONGAN"
"ward1103020003","KAMPUNG BARU","BAKONGAN"
"ward1103020014","UJUNG PADANG","BAKONGAN"
"ward1103020015","KMP DRIEN","BAKONGAN"
"ward1103020023","DAHRUL IHSAN","BAKONGAN"
"ward1103020024","PADANG BEURAHAN","BAKONGAN"
"ward1103021002","UJUNG PULO CUT","BAKONGAN TIMUR"
"ward1103021003","UJUNG PULO RAYEUK","BAKONGAN TIMUR"
"ward1103021004","PASI SEUBADEH","BAKONGAN TIMUR"
"ward1103021005","LADANG RIMBA","BAKONGAN TIMUR"
"ward1103021006","SIMPANG","BAKONGAN TIMUR"
"ward1103021007","SAWAH TINGKEUM","BAKONGAN TIMUR"
"ward1103021008","SEULEUKAT","BAKONGAN TIMUR"
"ward1103022001","SENEUBOK ALUR BULAH","KOTA BAHAGIA"
"ward1103022002","ALURDUAMAS","KOTA BAHAGIA"
"ward1103022003","JAMBO KEUPOK","KOTA BAHAGIA"
"ward1103022004","UJUNG TANOH","KOTA BAHAGIA"
"ward1103022005","BEUTONG","KOTA BAHAGIA"
"ward1103022006","UJUNG GUNONG RAYEK","KOTA BAHAGIA"
"ward1103022007","UJUNG GUNUNG CUT","KOTA BAHAGIA"
"ward1103022008","RAMBONG","KOTA BAHAGIA"
"ward1103022009","SEUNEUBOK KEURANJI","KOTA BAHAGIA"
"ward1103022010","BUKIT GADING","KOTA BAHAGIA"
"ward1103030001","PASI LEMBANG","KLUET SELATAN"
"ward1103030002","UJUNG PADANG","KLUET SELATAN"
"ward1103030003","INDRA DAMAI","KLUET SELATAN"
"ward1103030004","SUAQ BAKONG","KLUET SELATAN"
"ward1103030005","BARAT DAYA","KLUET SELATAN"
"ward1103030006","SIALANG","KLUET SELATAN"
"ward1103030007","KAPEH","KLUET SELATAN"
"ward1103030008","PULO IE","KLUET SELATAN"
"ward1103030009","JUA","KLUET SELATAN"
"ward1103030010","PASI MERAPAT","KLUET SELATAN"
"ward1103030011","UJUNG","KLUET SELATAN"
"ward1103030012","LUAR","KLUET SELATAN"
"ward1103030013","KEDAI KANDANG","KLUET SELATAN"
"ward1103030014","RANTAU BINUANG","KLUET SELATAN"
"ward1103030015","UJUNG PASIR","KLUET SELATAN"
"ward1103030016","GELUMBUK","KLUET SELATAN"
"ward1103030017","KEDAI RUNDING","KLUET SELATAN"
"ward1103031001","SAPIK","KLUET TIMUR"
"ward1103031002","DURIAN KAWAN","KLUET TIMUR"
"ward1103031003","ALAI","KLUET TIMUR"
"ward1103031004","PAYA DAPUR","KLUET TIMUR"
"ward1103031005","PUCUK LEMBANG","KLUET TIMUR"
"ward1103031006","LAWE BULUH DIDI","KLUET TIMUR"
"ward1103031007","LAWE SAWAH","KLUET TIMUR"
"ward1103031008","PAYA LABA","KLUET TIMUR"
"ward1103031009","LAWE CIMANOK","KLUET TIMUR"
"ward1103040001","KEDAI PADANG","KLUET UTARA"
"ward1103040002","PASI KUALA BAU","KLUET UTARA"
"ward1103040003","SUAQ GERINGGENG","KLUET UTARA"
"ward1103040004","SIMPANG LHEE","KLUET UTARA"
"ward1103040005","SIMPANG EMPAT","KLUET UTARA"
"ward1103040006","JAMBO MANYANG","KLUET UTARA"
"ward1103040007","LIMAU PURUT","KLUET UTARA"
"ward1103040008","PULO KAMBING","KLUET UTARA"
"ward1103040009","KAMPUNG PAYA","KLUET UTARA"
"ward1103040010","KRUENG BATU","KLUET UTARA"
"ward1103040011","GUNONG PULO","KLUET UTARA"
"ward1103040012","PULO IE I","KLUET UTARA"
"ward1103040013","KRUENG BATEE","KLUET UTARA"
"ward1103040014","PASI KUALA ASAHAN","KLUET UTARA"
"ward1103040015","FAJAR HARAPAN","KLUET UTARA"
"ward1103040036","KRUENG KLUET","KLUET UTARA"
"ward1103040039","ALUR MAS","KLUET UTARA"
"ward1103040050","KAMPUNG TINGGI","KLUET UTARA"
"ward1103040051","KAMPUNG RUAK","KLUET UTARA"
"ward1103040052","KOTA FAJAR","KLUET UTARA"
"ward1103040053","GUNUNG PUDUNG","KLUET UTARA"
"ward1103041001","UJUNG PADANG ASAHAN","PASIE RAJA"
"ward1103041002","PULO IE II","PASIE RAJA"
"ward1103041003","IE MIRAH","PASIE RAJA"
"ward1103041004","UJUNG PADANG RASIAN","PASIE RAJA"
"ward1103041005","PASI RASIAN","PASIE RAJA"
"ward1103041006","TEUPIN GAJAH","PASIE RAJA"
"ward1103041007","KAMPUNG BARO","PASIE RAJA"
"ward1103041008","KRUENG KELEE","PASIE RAJA"
"ward1103041009","LHOK SIALANG RAYEUK","PASIE RAJA"
"ward1103041010","LHOK SIALANG CUT","PASIE RAJA"
"ward1103041011","PAYATEUK","PASIE RAJA"
"ward1103041012","SILOLO","PASIE RAJA"
"ward1103041013","KAMPUNG BARU","PASIE RAJA"
"ward1103041014","SI NEUBOK","PASIE RAJA"
"ward1103041015","LADANG TUHA","PASIE RAJA"
"ward1103041016","PANTON BILI","PASIE RAJA"
"ward1103041017","LADANG TEUNGOH","PASIE RAJA"
"ward1103041018","PUCUK KRUENG","PASIE RAJA"
"ward1103041019","MATA IE","PASIE RAJA"
"ward1103041020","UJUNG BATU","PASIE RAJA"
"ward1103041021","PANTE RAJA","PASIE RAJA"
"ward1103042001","JAMBO PAPAN","KLUET TENGAH"
"ward1103042002","KOTO INDARUNG","KLUET TENGAH"
"ward1103042003","SIURAI URAI","KLUET TENGAH"
"ward1103042004","MALAKA","KLUET TENGAH"
"ward1103042005","LAWE MELANG","KLUET TENGAH"
"ward1103042006","KOTO","KLUET TENGAH"
"ward1103042007","KAMPUNG SAWAH","KLUET TENGAH"
"ward1103042008","KAMPUNG PADANG","KLUET TENGAH"
"ward1103042009","PULO AIR","KLUET TENGAH"
"ward1103042010","MERSAK","KLUET TENGAH"
"ward1103042011","SIMPANG DUA","KLUET TENGAH"
"ward1103042012","SIMPANG TIGA","KLUET TENGAH"
"ward1103042013","ALUR KEJRUN","KLUET TENGAH"
"ward1103050001","GUNUNG KERAMBIL","TAPAK TUAN"
"ward1103050002","AIR BERUDANG","TAPAK TUAN"
"ward1103050003","LHOK KETAPANG","TAPAK TUAN"
"ward1103050004","HILIR","TAPAK TUAN"
"ward1103050005","PASAR","TAPAK TUAN"
"ward1103050006","PADANG","TAPAK TUAN"
"ward1103050007","TEPI AIR","TAPAK TUAN"
"ward1103050008","HULU","TAPAK TUAN"
"ward1103050009","JAMBO APHA","TAPAK TUAN"
"ward1103050010","LHOK BENGKUANG","TAPAK TUAN"
"ward1103050011","BATU ITAM","TAPAK TUAN"
"ward1103050012","PANJUPIAN","TAPAK TUAN"
"ward1103050013","LHOK RUKAM","TAPAK TUAN"
"ward1103050014","AIR PINANG","TAPAK TUAN"
"ward1103050015","PANTON LUAS","TAPAK TUAN"
"ward1103050016","LHOK BENGKUANG TIMUR","TAPAK TUAN"
"ward1103060001","UJUNG TANAH","SAMA DUA"
"ward1103060002","PAYONAN GADANG","SAMA DUA"
"ward1103060003","LUBUK LAYU","SAMA DUA"
"ward1103060004","SUAQ HULU","SAMA DUA"
"ward1103060005","LUAR","SAMA DUA"
"ward1103060006","UJUNG KAMPUNG","SAMA DUA"
"ward1103060007","TAMPANG","SAMA DUA"
"ward1103060008","JILATANG","SAMA DUA"
"ward1103060009","AIR SIALANG HULU","SAMA DUA"
"ward1103060010","AIR SIALANG TENGAH","SAMA DUA"
"ward1103060011","AIR SIALANG HILIR","SAMA DUA"
"ward1103060012","SUBARANG","SAMA DUA"
"ward1103060013","GUNUNG KETEK","SAMA DUA"
"ward1103060014","KOTA BARU","SAMA DUA"
"ward1103060015","MADAT","SAMA DUA"
"ward1103060016","DALAM","SAMA DUA"
"ward1103060017","TENGAH","SAMA DUA"
"ward1103060018","BALAI","SAMA DUA"
"ward1103060019","BARU","SAMA DUA"
"ward1103060020","GADANG","SAMA DUA"
"ward1103060021","LADANG KASIK PUTIH","SAMA DUA"
"ward1103060022","LADANG PANTON LUAS","SAMA DUA"
"ward1103060023","ALUR SIMERAH","SAMA DUA"
"ward1103060024","ALUR PINANG","SAMA DUA"
"ward1103060025","GUNUNG CUT","SAMA DUA"
"ward1103060026","KUTA BLANG","SAMA DUA"
"ward1103060027","BATEE TUNGGAI","SAMA DUA"
"ward1103060028","ARAFAH","SAMA DUA"
"ward1103070001","SAWANG BAU","SAWANG"
"ward1103070002","UJUNG PADANG","SAWANG"
"ward1103070003","KUTA BARO","SAWANG"
"ward1103070004","SIMPANG III","SAWANG"
"ward1103070005","BLANG GELINGGANG","SAWANG"
"ward1103070006","MEULIGO","SAWANG"
"ward1103070007","SAWANG I","SAWANG"
"ward1103070008","SAWANG II","SAWANG"
"ward1103070009","UJUNG KARANG","SAWANG"
"ward1103070010","LHOK PAWOH","SAWANG"
"ward1103070011","PANTON LUAS","SAWANG"
"ward1103070012","TRIENG MEUDURO TUNONG","SAWANG"
"ward1103070013","TRIENG MEUDURO BAROH","SAWANG"
"ward1103070014","SIKULAT","SAWANG"
"ward1103070015","MUTIARA","SAWANG"
"ward1103080001","ALUE MEUTUAH","MEUKEK"
"ward1103080002","LHOK AMAN","MEUKEK"
"ward1103080003","LADANG BARO","MEUKEK"
"ward1103080004","LABUHAN TAROK","MEUKEK"
"ward1103080005","TANJUNG HARAPAN","MEUKEK"
"ward1103080006","KUTA BARO","MEUKEK"
"ward1103080007","KEUDE MEUKEK","MEUKEK"
"ward1103080008","ARON TUNGGAI","MEUKEK"
"ward1103080009","BLANG BLADEH","MEUKEK"
"ward1103080010","BLANG TEUNGOH","MEUKEK"
"ward1103080011","IE BUBOH","MEUKEK"
"ward1103080012","KUTA BULOH II","MEUKEK"
"ward1103080013","KUTA BULOH I","MEUKEK"
"ward1103080014","IE DINGEN","MEUKEK"
"ward1103080015","DRIEN JALO","MEUKEK"
"ward1103080016","JAMBO PAPEUN","MEUKEK"
"ward1103080017","BUKET MEUH","MEUKEK"
"ward1103080018","ALUE BARO","MEUKEK"
"ward1103080019","ROT TEUNGOH","MEUKEK"
"ward1103080020","BLANG KUALA","MEUKEK"
"ward1103080021","LADANG TUHA","MEUKEK"
"ward1103080022","LHOK MAMPLAM","MEUKEK"
"ward1103080023","LABUHAN TAROK II","MEUKEK"
"ward1103090010","PADANG BARU","LABUHAN HAJI"
"ward1103090011","LEMBAH BARU","LABUHAN HAJI"
"ward1103090012","TENGAH BARU","LABUHAN HAJI"
"ward1103090013","PAWOH","LABUHAN HAJI"
"ward1103090014","APHA","LABUHAN HAJI"
"ward1103090015","PASAR LAMA","LABUHAN HAJI"
"ward1103090016","PADANG BAKAU","LABUHAN HAJI"
"ward1103090028","BAKAU HULU","LABUHAN HAJI"
"ward1103090029","MANGGIS HARAPAN","LABUHAN HAJI"
"ward1103090030","UJUNG BATU","LABUHAN HAJI"
"ward1103090031","DALAM","LABUHAN HAJI"
"ward1103090032","KOTA PALAK","LABUHAN HAJI"
"ward1103090033","CACANG","LABUHAN HAJI"
"ward1103090034","TENGAH PISANG","LABUHAN HAJI"
"ward1103090035","PISANG","LABUHAN HAJI"
"ward1103090036","HULU PISANG","LABUHAN HAJI"
"ward1103091001","KEUMUMU HILIR","LABUHAN HAJI TIMUR"
"ward1103091002","PAYA PEULUMAT","LABUHAN HAJI TIMUR"
"ward1103091003","TENGAH PEULUMAT","LABUHAN HAJI TIMUR"
"ward1103091004","PADANG PEULUMAT","LABUHAN HAJI TIMUR"
"ward1103091005","LIMAU SARING","LABUHAN HAJI TIMUR"
"ward1103091006","AUR PEULUMAT","LABUHAN HAJI TIMUR"
