"id","name","subdistrict_id"
"ward3326160014","BENER","WIRADESA"
"ward3326160018","KEMPLONG","WIRADESA"
"ward3326160019","KAUMAN","WIRADESA"
"ward3326161001","WERDI","WONOKERTO"
"ward3326161002","ROWOYOSO","WONOKERTO"
"ward3326161003","BEBEL","WONOKERTO"
"ward3326161004","WONOKERTO WETAN","WONOKERTO"
"ward3326161005","SIJAMBE","WONOKERTO"
"ward3326161006","PESANGGRAHAN","WONOKERTO"
"ward3326161007","PECAKARAN","WONOKERTO"
"ward3326161008","API-API","WONOKERTO"
"ward3326161009","WONOKERTO KULON","WONOKERTO"
"ward3326161010","TRATEBANG","WONOKERTO"
"ward3326161011","SEMUT","WONOKERTO"
"ward3327010001","PLAKARAN","MOGA"
"ward3327010002","MANDIRAJA","MOGA"
"ward3327010003","WALANGSANGA","MOGA"
"ward3327010004","SIMA","MOGA"
"ward3327010005","BANYUMUDAL","MOGA"
"ward3327010006","MOGA","MOGA"
"ward3327010007","WANGKELANG","MOGA"
"ward3327010008","KEBANGGAN","MOGA"
"ward3327010009","PEPEDAN","MOGA"
"ward3327010010","GENDOWANG","MOGA"
"ward3327011001","PAKEMBARAN","WARUNGPRING"
"ward3327011002","WARUNGPRING","WARUNGPRING"
"ward3327011003","KARANGDAWA","WARUNGPRING"
"ward3327011004","DATAR","WARUNGPRING"
"ward3327011005","CIBUYUR","WARUNGPRING"
"ward3327011006","MERENG","WARUNGPRING"
"ward3327020001","CLEKATAKAN","PULOSARI"
"ward3327020002","BATURSARI","PULOSARI"
"ward3327020003","PENAKIR","PULOSARI"
"ward3327020004","GUNUNGSARI","PULOSARI"
"ward3327020005","JURANGMANGU","PULOSARI"
"ward3327020006","GAMBUHAN","PULOSARI"
"ward3327020007","KARANGSARI","PULOSARI"
"ward3327020008","NYALEMBENG","PULOSARI"
"ward3327020009","PULOSARI","PULOSARI"
"ward3327020010","PAGENTERAN","PULOSARI"
"ward3327020011","SIREMENG","PULOSARI"
"ward3327020012","CIKENDUNG","PULOSARI"
"ward3327030001","GOMBONG","BELIK"
"ward3327030002","BELIK","BELIK"
"ward3327030003","GUNUNGTIGA","BELIK"
"ward3327030004","KUTA","BELIK"
"ward3327030005","BADAK","BELIK"
"ward3327030006","GUNUNGJAYA","BELIK"
"ward3327030007","SIMPUR","BELIK"
"ward3327030008","MENDELEM","BELIK"
"ward3327030009","BELUK","BELIK"
"ward3327030010","BULAKAN","BELIK"
"ward3327030011","SIKASUR","BELIK"
"ward3327030012","KALISALEH","BELIK"
"ward3327040001","TUNDAGAN","WATUKUMPUL"
"ward3327040002","TLAGASANA","WATUKUMPUL"
"ward3327040003","BONGAS","WATUKUMPUL"
"ward3327040004","CIKADU","WATUKUMPUL"
"ward3327040005","CAWET","WATUKUMPUL"
"ward3327040006","MEDAYU","WATUKUMPUL"
"ward3327040007","PAGELARAN","WATUKUMPUL"
"ward3327040008","BODAS","WATUKUMPUL"
"ward3327040009","JOJOGAN","WATUKUMPUL"
"ward3327040010","MAJALANGU","WATUKUMPUL"
"ward3327040011","TAMBI","WATUKUMPUL"
"ward3327040012","WATUKUMPUL","WATUKUMPUL"
"ward3327040013","GAPURA","WATUKUMPUL"
"ward3327040014","MAJAKERTA","WATUKUMPUL"
"ward3327040015","WISNU","WATUKUMPUL"
"ward3327050001","LONGKEYANG","BODEH"
"ward3327050002","JATINGARANG","BODEH"
"ward3327050003","GUNUNGBATU","BODEH"
"ward3327050004","PASIR","BODEH"
"ward3327050005","KWASEN","BODEH"
"ward3327050006","JATIROYOM","BODEH"
"ward3327050007","PARUNGGALIH","BODEH"
"ward3327050008","PAYUNG","BODEH"
"ward3327050009","CANGAK","BODEH"
"ward3327050010","KEBANDUNGAN","BODEH"
"ward3327050011","KESESIREJO","BODEH"
"ward3327050012","BABAKAN","BODEH"
"ward3327050013","KARANGBRAI","BODEH"
"ward3327050014","JRAGANAN","BODEH"
"ward3327050015","KEBANDARAN","BODEH"
"ward3327050016","BODEH","BODEH"
"ward3327050017","MUNCANG","BODEH"
"ward3327050018","KELANGDEPOK","BODEH"
"ward3327050019","PENDOWO","BODEH"
"ward3327060001","SUMURKIDANG","BANTARBOLANG"
"ward3327060002","WANARATA","BANTARBOLANG"
"ward3327060003","PEDAGUNG","BANTARBOLANG"
"ward3327060004","SURU","BANTARBOLANG"
"ward3327060005","BANJARSARI","BANTARBOLANG"
"ward3327060006","PEGIRINGAN","BANTARBOLANG"
"ward3327060007","KARANGANYAR","BANTARBOLANG"
"ward3327060008","PURANA","BANTARBOLANG"
"ward3327060009","PABUARAN","BANTARBOLANG"
"ward3327060010","SARWODADI","BANTARBOLANG"
"ward3327060011","BANTARBOLANG","BANTARBOLANG"
"ward3327060012","SAMBENG","BANTARBOLANG"
"ward3327060013","GLANDANG","BANTARBOLANG"
"ward3327060014","KUTA","BANTARBOLANG"
"ward3327060015","KEBON GEDE","BANTARBOLANG"
"ward3327060016","PAGUYANGAN","BANTARBOLANG"
"ward3327060017","LENGGERONG","BANTARBOLANG"
"ward3327070001","KECEPIT","RANDUDONGKAL"
"ward3327070002","GEMBYANG","RANDUDONGKAL"
"ward3327070003","MEJAGONG","RANDUDONGKAL"
"ward3327070004","PENUSUPAN","RANDUDONGKAL"
"ward3327070005","BANJARANYAR","RANDUDONGKAL"
"ward3327070006","RANDUDONGKAL","RANDUDONGKAL"
"ward3327070007","KARANGMONCOL","RANDUDONGKAL"
"ward3327070008","SEMINGKIR","RANDUDONGKAL"
"ward3327070009","SEMAYA","RANDUDONGKAL"
"ward3327070010","TANAHBAYA","RANDUDONGKAL"
"ward3327070011","LODAYA","RANDUDONGKAL"
"ward3327070012","REMBUL","RANDUDONGKAL"
"ward3327070013","KREYO","RANDUDONGKAL"
"ward3327070014","KALIMAS","RANDUDONGKAL"
"ward3327070015","MANGLI","RANDUDONGKAL"
"ward3327070016","KALITORONG","RANDUDONGKAL"
"ward3327070017","KEJENE","RANDUDONGKAL"
"ward3327070018","GONGSENG","RANDUDONGKAL"
"ward3327080001","BANJARMULYA","PEMALANG"
"ward3327080002","SURAJAYA","PEMALANG"
"ward3327080003","PAGONGSORAN","PEMALANG"
"ward3327080004","SUNGAPAN","PEMALANG"
"ward3327080005","PADURAKSA","PEMALANG"
"ward3327080006","KRAMAT","PEMALANG"
"ward3327080007","WANAMULYA","PEMALANG"
"ward3327080008","MENGORI","PEMALANG"
"ward3327080009","SEWAKA","PEMALANG"
"ward3327080010","SARADAN","PEMALANG"
"ward3327080011","BOJONGBATA","PEMALANG"
"ward3327080012","BOJONGNANGKA","PEMALANG"
"ward3327080013","TAMBAKREJO","PEMALANG"
"ward3327080014","KEBONDALEM","PEMALANG"
"ward3327080015","MULYOHARJO","PEMALANG"
"ward3327080016","PELUTAN","PEMALANG"
"ward3327080017","LAWANGREJO","PEMALANG"
"ward3327080018","SUGIHWARAS","PEMALANG"
"ward3327080019","WIDURI","PEMALANG"
"ward3327080020","DANASARI","PEMALANG"
"ward3327090001","PENGGARIT","TAMAN"
"ward3327090002","PENER","TAMAN"
"ward3327090003","GONDANG","TAMAN"
"ward3327090004","JRAKAH","TAMAN"
"ward3327090005","SOKAWANGI","TAMAN"
"ward3327090006","KEJAMBON","TAMAN"
"ward3327090007","JEBED SELATAN","TAMAN"
"ward3327090008","JEBED UTARA","TAMAN"
"ward3327090009","CIBELOK","TAMAN"
"ward3327090010","KALIGELANG","TAMAN"
"ward3327090011","BANJARDAWA","TAMAN"
"ward3327090012","BANJARAN","TAMAN"
"ward3327090013","SITEMU","TAMAN"
"ward3327090014","PEDURUNGAN","TAMAN"
"ward3327090015","TAMAN","TAMAN"
"ward3327090016","WANAREJAN SELATAN","TAMAN"
"ward3327090017","WANAREJAN UTARA","TAMAN"
"ward3327090018","BEJI","TAMAN"
"ward3327090019","KABUNAN","TAMAN"
"ward3327090020","ASEMDOYONG","TAMAN"
"ward3327090021","KEDUNGBANJAR","TAMAN"
"ward3327100001","KENDALSARI","PETARUKAN"
"ward3327100002","WIDODAREN","PETARUKAN"
"ward3327100003","KARANGASEM","PETARUKAN"
"ward3327100004","PETANJUNGAN","PETARUKAN"
"ward3327100005","SIRANGKANG","PETARUKAN"
"ward3327100006","ISER","PETARUKAN"
"ward3327100007","SERANG","PETARUKAN"
"ward3327100008","PETARUKAN","PETARUKAN"
"ward3327100009","KALIRANDU","PETARUKAN"
"ward3327100010","PESUCEN","PETARUKAN"
"ward3327100011","PANJUNAN","PETARUKAN"
"ward3327100012","TEMUIRENG","PETARUKAN"
"ward3327100013","PEGUNDAN","PETARUKAN"
"ward3327100014","BULU","PETARUKAN"
"ward3327100015","TEGALMLATI","PETARUKAN"
"ward3327100016","LONING","PETARUKAN"
"ward3327100017","NYAMPLUNG SARI","PETARUKAN"
"ward3327100018","KLAREYAN","PETARUKAN"
"ward3327100019","KENDALDOYONG","PETARUKAN"
"ward3327100020","KENDALREJO","PETARUKAN"
"ward3327110001","SOKAWATI","AMPELGADING"
"ward3327110002","TEGALSARI BARAT","AMPELGADING"
"ward3327110003","TEGALSARI TIMUR","AMPELGADING"
"ward3327110004","KEMUNING","AMPELGADING"
"ward3327110005","KARANGTALOK","AMPELGADING"
"ward3327110006","WONOGIRI","AMPELGADING"
"ward3327110007","BLIMBING","AMPELGADING"
"ward3327110008","AMPELGADING","AMPELGADING"
"ward3327110009","CIBIYUK","AMPELGADING"
"ward3327110010","KARANGTENGAH","AMPELGADING"
"ward3327110011","BANGLARANGAN","AMPELGADING"
"ward3327110012","LOSARI","AMPELGADING"
"ward3327110013","UJUNGGEDE","AMPELGADING"
"ward3327110014","JATIREJO","AMPELGADING"
"ward3327110015","KEBAGUSAN","AMPELGADING"
"ward3327110016","SIDOKARE","AMPELGADING"
"ward3327120001","TUMBAL","COMAL"
"ward3327120002","PECANGAKAN","COMAL"
"ward3327120003","SIKAYU","COMAL"
"ward3327120004","PURWOSARI","COMAL"
"ward3327120005","PURWOHARJO","COMAL"
"ward3327120006","KAUMAN","COMAL"
"ward3327120007","SIDOREJO","COMAL"
"ward3327120008","LOWA","COMAL"
"ward3327120009","AMBOKULON","COMAL"
"ward3327120010","GEDEG","COMAL"
"ward3327120011","GINTUNG","COMAL"
"ward3327120012","GANDU","COMAL"
"ward3327120013","SARWODADI","COMAL"
"ward3327120014","SUSUKAN","COMAL"
"ward3327120015","KLEGEN","COMAL"
"ward3327120016","WONOKROMO","COMAL"
"ward3327120017","KEBOJONGAN","COMAL"
"ward3327120018","KANDANG","COMAL"
"ward3327130001","SUKOREJO","ULUJAMI"
"ward3327130002","BOTEKAN","ULUJAMI"
"ward3327130003","ROWOSARI","ULUJAMI"
"ward3327130004","AMBOWETAN","ULUJAMI"
"ward3327130005","PAGERGUNUNG","ULUJAMI"
"ward3327130006","WIYOROWETAN","ULUJAMI"
"ward3327130007","SAMONG","ULUJAMI"
"ward3327130008","TASIKREJO","ULUJAMI"
"ward3327130009","BUMIREJO","ULUJAMI"
"ward3327130010","KALIPRAU","ULUJAMI"
"ward3327130011","KERTOSARI","ULUJAMI"
"ward3327130012","PAMUTIH","ULUJAMI"
"ward3327130013","PADEK","ULUJAMI"
"ward3327130014","BLENDUNG","ULUJAMI"
"ward3327130015","KETAPANG","ULUJAMI"
"ward3327130016","LIMBANGAN","ULUJAMI"
"ward3327130017","MOJO","ULUJAMI"
"ward3327130018","PESANTREN","ULUJAMI"
"ward3328010001","PRUPUK SELATAN","MARGASARI"
"ward3328010002","PRUPUK UTARA","MARGASARI"
"ward3328010003","KALIGAYAM","MARGASARI"
"ward3328010004","WANASARI","MARGASARI"
"ward3328010005","DANARAJA","MARGASARI"
"ward3328010006","JEMBAYAT","MARGASARI"
"ward3328010007","MARGASARI","MARGASARI"
"ward3328010008","DUKUH TENGAH","MARGASARI"
"ward3328010009","PAKULAUT","MARGASARI"
"ward3328010010","MARGAAYU","MARGASARI"
"ward3328010011","KALISALAK","MARGASARI"
"ward3328010012","KARANGDAWA","MARGASARI"
"ward3328010013","JATILABA","MARGASARI"
"ward3328020001","CEMPAKA","BUMIJAWA"
"ward3328020002","CINTAMANIK","BUMIJAWA"
"ward3328020003","DUKUHBENDA","BUMIJAWA"
"ward3328020004","SIGEDONG","BUMIJAWA"
"ward3328020005","GUCI","BUMIJAWA"
"ward3328020006","BATUMIRAH","BUMIJAWA"
"ward3328020007","BEGAWAT","BUMIJAWA"
"ward3328020008","GUNUNG AGUNG","BUMIJAWA"
"ward3328020009","JEJEG","BUMIJAWA"
"ward3328020010","MUNCANGLARANG","BUMIJAWA"
"ward3328020011","BUMIJAWA","BUMIJAWA"
"ward3328020012","TRAJU","BUMIJAWA"
"ward3328020013","PAGERKASIH","BUMIJAWA"
"ward3328020014","CAWITALI","BUMIJAWA"
"ward3328020015","CARUL","BUMIJAWA"
"ward3328020016","SUMBAGA","BUMIJAWA"
"ward3328020017","SOKATENGAH","BUMIJAWA"
"ward3328020018","SOKASARI","BUMIJAWA"
"ward3328030001","REMBUL","BOJONG"
"ward3328030002","DUKUHTENGAH","BOJONG"
"ward3328030003","KEDAWUNG","BOJONG"
"ward3328030004","SUNIARSIH","BOJONG"
"ward3328030005","KARANGMULYO","BOJONG"
"ward3328030006","TUWEL","BOJONG"
"ward3328030007","BOJONG","BOJONG"
"ward3328030008","BUNIWAH","BOJONG"
"ward3328030009","LENGKONG","BOJONG"
"ward3328030010","BATUNYANA","BOJONG"
"ward3328030011","SANGKANAYU","BOJONG"
"ward3328030012","GUNUNGJATI","BOJONG"
"ward3328030013","PUCANGLUWUK","BOJONG"
"ward3328030014","KAJENENGAN","BOJONG"
"ward3328030015","KALIJAMBU","BOJONG"
"ward3328030016","DANASARI","BOJONG"
"ward3328030017","CIKURA","BOJONG"
"ward3328040001","CENGGINI","BALAPULANG"
"ward3328040002","BUKATEJA","BALAPULANG"
"ward3328040003","KALIBAKUNG","BALAPULANG"
"ward3328040004","KARANGJAMBU","BALAPULANG"
"ward3328040005","CILONGOK","BALAPULANG"
"ward3328040006","TEMBONGWAH","BALAPULANG"
"ward3328040007","DANAREJA","BALAPULANG"
"ward3328040008","SANGKANJAYA","BALAPULANG"
"ward3328040009","DANAWARIH","BALAPULANG"
"ward3328040010","PAGERWANGI","BALAPULANG"
"ward3328040011","HARJOWINANGUN","BALAPULANG"
"ward3328040012","BATUAGUNG","BALAPULANG"
"ward3328040013","KALIWUNGU","BALAPULANG"
"ward3328040014","BANJAR ANYAR","BALAPULANG"
"ward3328040015","SESEPAN","BALAPULANG"
"ward3328040016","WRINGIN JENGGOT","BALAPULANG"
"ward3328040017","PAMIRITAN","BALAPULANG"
"ward3328040018","BALAPULANG WETAN","BALAPULANG"
"ward3328040019","BALAPULANG KULON","BALAPULANG"
"ward3328040020","CIBUNAR","BALAPULANG"
"ward3328050001","SRENGSENG","PAGERBARANG"
"ward3328050002","RAJEGWESI","PAGERBARANG"
"ward3328050003","SIDO MULYO","PAGERBARANG"
"ward3328050004","MULYOHARJO","PAGERBARANG"
"ward3328050005","SEMBOJA","PAGERBARANG"
"ward3328050006","RANDUSARI","PAGERBARANG"
"ward3328050007","JATIWANGI","PAGERBARANG"
"ward3328050008","PAGERBARANG","PAGERBARANG"
"ward3328050009","KARANGANYAR","PAGERBARANG"
"ward3328050010","KERTAHARJA","PAGERBARANG"
"ward3328050011","KEDUNGSUGIH","PAGERBARANG"
"ward3328050012","SUROKIDUL","PAGERBARANG"
"ward3328050013","PESAREAN","PAGERBARANG"
"ward3328060001","TIMBANGREJA","LEBAKSIU"
"ward3328060002","YAMANSARI","LEBAKSIU"
"ward3328060003","LEBAKSIU KIDUL","LEBAKSIU"
"ward3328060004","LEBAKSIU LOR","LEBAKSIU"
"ward3328060005","KAJEN","LEBAKSIU"
"ward3328060006","DUKUHLO","LEBAKSIU"
"ward3328060007","PENDAWA","LEBAKSIU"
"ward3328060008","JATIMULYO","LEBAKSIU"
"ward3328060009","LEBAK GOAH","LEBAKSIU"
"ward3328060010","KESUBEN","LEBAKSIU"
"ward3328060011","BALARADIN","LEBAKSIU"
"ward3328060012","KAMBANGAN","LEBAKSIU"
"ward3328060013","TEGALANDONG","LEBAKSIU"
"ward3328060014","DUKUHDAMU","LEBAKSIU"
"ward3328060015","SLARANG KIDUL","LEBAKSIU"
"ward3328070001","KEDUNGWUNGU","JATINEGARA"
"ward3328070002","MOKAHA","JATINEGARA"
"ward3328070003","PENYALAHAN","JATINEGARA"
"ward3328070004","SITAIL","JATINEGARA"
"ward3328070005","SUMBARANG","JATINEGARA"
"ward3328070006","CERIH","JATINEGARA"
"ward3328070007","GANTUNGAN","JATINEGARA"
"ward3328070008","ARGATAWANG","JATINEGARA"
"ward3328070009","PADASARI","JATINEGARA"
"ward3328070010","CAPAR","JATINEGARA"
"ward3328070011","LEBAKWANGI","JATINEGARA"
"ward3328070012","DUKUHBANGSA","JATINEGARA"
"ward3328070013","JATINEGARA","JATINEGARA"
"ward3328070014","LUWIJAWA","JATINEGARA"
"ward3328070015","LEMBASARI","JATINEGARA"
"ward3328070016","TAMANSARI","JATINEGARA"
"ward3328070017","WOTGALIH","JATINEGARA"
"ward3328080001","PENUJAH","KEDUNG BANTENG"
"ward3328080002","KARANG ANYAR","KEDUNG BANTENG"
"ward3328080003","TONGGARA","KEDUNG BANTENG"
"ward3328080004","KEDUNGBANTENG","KEDUNG BANTENG"
"ward3328080005","DUKUHJATI WETAN","KEDUNG BANTENG"
"ward3328080006","SUMINGKIR","KEDUNG BANTENG"
"ward3328080007","MARGAMULYA","KEDUNG BANTENG"
"ward3328080008","KEBANDINGAN","KEDUNG BANTENG"
"ward3328080009","KARANGMALANG","KEDUNG BANTENG"
"ward3328080010","SEMEDO","KEDUNG BANTENG"
"ward3328090001","PENER","PANGKAH"
"ward3328090002","DERMASUCI","PANGKAH"
"ward3328090003","DUKUHJATI KIDUL","PANGKAH"
"ward3328090004","DEPOK","PANGKAH"
"ward3328090005","PENUSUPAN","PANGKAH"
"ward3328090006","BOGARES KIDUL","PANGKAH"
"ward3328090007","BOGARES LOR","PANGKAH"
"ward3328090008","PANGKAH","PANGKAH"
"ward3328090009","CURUG","PANGKAH"
"ward3328090010","DUKUHSEMBUNG","PANGKAH"
"ward3328090011","KENDALSERUT","PANGKAH"
"ward3328090012","GROBOG KULON","PANGKAH"
"ward3328090013","GROBOG WETAN","PANGKAH"
"ward3328090014","TALOK","PANGKAH"
"ward3328090015","PAKETIBAN","PANGKAH"
"ward3328090016","RANCAWIRU","PANGKAH"
"ward3328090017","BALAMOA","PANGKAH"
"ward3328090018","DERMASANDI","PANGKAH"
"ward3328090019","PURBAYASA","PANGKAH"
"ward3328090020","JENGGAWUR","PANGKAH"
"ward3328090021","KALIKANGKUNG","PANGKAH"
"ward3328090022","PECABEAN","PANGKAH"
"ward3328090023","BEDUG","PANGKAH"
"ward3328100001","KALISAPU","SLAWI"
"ward3328100002","DUKUH RINGIN","SLAWI"
"ward3328100003","DUKUH SALAM","SLAWI"
"ward3328100004","SLAWI KULON","SLAWI"
"ward3328100005","SLAWI WETAN","SLAWI"
"ward3328100006","KAGOK","SLAWI"
"ward3328100007","PROCOT","SLAWI"
"ward3328100008","KUDAILE","SLAWI"
"ward3328100009","TRAYEMAN","SLAWI"
"ward3328100010","PAKEMBARAN","SLAWI"
"ward3328110001","SLARANG LOR","DUKUHWARU"
"ward3328110002","SELAPURA","DUKUHWARU"
"ward3328110003","BLUBUK","DUKUHWARU"
"ward3328110004","DUKUHWARU","DUKUHWARU"
"ward3328110005","GUMAYUN","DUKUHWARU"
"ward3328110006","KABUNAN","DUKUHWARU"
"ward3328110007","PEDAGANGAN","DUKUHWARU"
"ward3328110008","KALISOKA","DUKUHWARU"
"ward3328110009","SINDANG","DUKUHWARU"
"ward3328110010","BULAKPACING","DUKUHWARU"
"ward3328120001","PEDESLOHOR","ADIWERNA"
"ward3328120002","LUMINGSER","ADIWERNA"
"ward3328120003","KEDUNGSUKUN","ADIWERNA"
"ward3328120004","PAGIYANTEN","ADIWERNA"
"ward3328120005","PENARUKAN","ADIWERNA"
"ward3328120006","HARJOSARI LOR","ADIWERNA"
"ward3328120007","HARJOSARI KIDUL","ADIWERNA"
"ward3328120008","TEMBOK LOR","ADIWERNA"
"ward3328120009","TEMBOK KIDUL","ADIWERNA"
"ward3328120010","TEMBOK BANJARAN","ADIWERNA"
"ward3328120011","TEMBOK LUWUNG","ADIWERNA"
"ward3328120012","ADIWERNA","ADIWERNA"
"ward3328120013","KALIMATI","ADIWERNA"
"ward3328120014","LEMAHDUWUR","ADIWERNA"
"ward3328120015","PESAREAN","ADIWERNA"
"ward3328120016","UJUNGRUSI","ADIWERNA"
"ward3328120017","PAGEDANGAN","ADIWERNA"
"ward3328120018","KALIWADAS","ADIWERNA"
"ward3328120019","PECANGAKAN","ADIWERNA"
"ward3328120020","GUMALAR","ADIWERNA"
"ward3328120021","BERSOLE","ADIWERNA"
"ward3328130001","KETANGGUNGAN","DUKUHTURI"
"ward3328130002","PENGARASAN","DUKUHTURI"
"ward3328130003","KUPU","DUKUHTURI"
"ward3328130004","SIDAKATON","DUKUHTURI"
"ward3328130005","SIDAPURNA","DUKUHTURI"
"ward3328130006","DUKUHTURI","DUKUHTURI"
"ward3328130007","LAWATAN","DUKUHTURI"
"ward3328130008","KEPANDEAN","DUKUHTURI"
"ward3328130009","PAGONGAN","DUKUHTURI"
"ward3328130010","GROGOL","DUKUHTURI"
"ward3328130011","PEPEDAN","DUKUHTURI"
"ward3328130012","DEBONG WETAN","DUKUHTURI"
"ward3328130013","PEKAUMAN KULON","DUKUHTURI"
"ward3328130014","KARANGANYAR","DUKUHTURI"
"ward3328130015","BANDASARI","DUKUHTURI"
"ward3328130016","SUTAPRANAN","DUKUHTURI"
"ward3328130017","KADEMANGARAN","DUKUHTURI"
"ward3328130018","PENGABEAN","DUKUHTURI"
"ward3328140001","PEGIRIKAN","TALANG"
"ward3328140002","PEKIRINGAN","TALANG"
"ward3328140003","GEMBONG KULON","TALANG"
"ward3328140004","PASANGAN","TALANG"
"ward3328140005","LANGGEN","TALANG"
"ward3328140006","BENGLE","TALANG"
"ward3328140007","DUKUHMALANG","TALANG"
"ward3328140008","PESAYANGAN","TALANG"
"ward3328140009","KAJEN","TALANG"
"ward3328140010","KEBASEN","TALANG"
"ward3328140011","TEGALWANGI","TALANG"
"ward3328140012","TALANG","TALANG"
"ward3328140013","KALIGAYAM","TALANG"
"ward3328140014","KALADAWA","TALANG"
"ward3328140015","CANGKRING","TALANG"
"ward3328140016","DAWUHAN","TALANG"
"ward3328140017","GETASKEREP","TALANG"
"ward3328140018","PACUL","TALANG"
"ward3328140019","WANGANDAWA","TALANG"
"ward3328150001","JATIRAWA","TARUB"
"ward3328150002","KABUKAN","TARUB"
"ward3328150003","SETU","TARUB"
"ward3328150004","PURBASANA","TARUB"
"ward3328150005","KEMANGGUNGAN","TARUB"
"ward3328150006","KARANGMANGU","TARUB"
"ward3328150007","LEBETENG","TARUB"
"ward3328150008","BREKAT","TARUB"
"ward3328150009","KARANGJATI","TARUB"
"ward3328150010","BULAKWARU","TARUB"
"ward3328150011","MINDAKA","TARUB"
"ward3328150012","TARUB","TARUB"
"ward3328150013","KEDUNG BUNGKUS","TARUB"
"ward3328150014","KEDOKAN SAYANG","TARUB"
"ward3328150015","BUMIHARJA","TARUB"
"ward3328150016","KALIJAMBE","TARUB"
"ward3328150017","MANGUNSAREN","TARUB"
"ward3328150018","MARGAPADANG","TARUB"
"ward3328150019","KESAMIRAN","TARUB"
"ward3328150020","KESADIKAN","TARUB"
"ward3328160001","MEJASEM BARAT","KRAMAT"
"ward3328160002","MEJASEM TIMUR","KRAMAT"
"ward3328160003","DINUK","KRAMAT"
"ward3328160004","JATILAWANG","KRAMAT"
"ward3328160005","KEMANTRAN","KRAMAT"
"ward3328160006","BABAKAN","KRAMAT"
"ward3328160007","KERTAHARJA","KRAMAT"
"ward3328160008","KETILENG","KRAMAT"
"ward3328160009","KEPUNDUHAN","KRAMAT"
"ward3328160010","BANGUN GALIH","KRAMAT"
"ward3328160011","TANJUNGHARJA","KRAMAT"
"ward3328160012","KEMUNING","KRAMAT"
"ward3328160013","PLUMBUNGAN","KRAMAT"
"ward3328160014","MARIBAYA","KRAMAT"
"ward3328160015","KRAMAT","KRAMAT"
"ward3328160016","KERTAYASA","KRAMAT"
"ward3328160017","BONGKOK","KRAMAT"
"ward3328160018","MUNJUNG AGUNG","KRAMAT"
"ward3328160019","PADAHARJA","KRAMAT"
"ward3328160020","DAMPYAK","KRAMAT"
"ward3328170001","KARANGWULUH","SURADADI"
"ward3328170002","GEMBONGDADI","SURADADI"
"ward3328170003","KARANGMULYA","SURADADI"
"ward3328170004","HARJASARI","SURADADI"
"ward3328170005","KERTASARI","SURADADI"
"ward3328170006","JATIMULYA","SURADADI"
"ward3328170007","JATIBOGOR","SURADADI"
"ward3328170008","SIDOHARJO","SURADADI"
"ward3328170009","PURWAHAMBA","SURADADI"
"ward3328170010","SURADADI","SURADADI"
"ward3328170011","BOJONGSANA","SURADADI"
"ward3328180001","KEDUNGJATI","WARUREJA"
"ward3328180002","SIDOMULYO","WARUREJA"
"ward3328180003","SIGENTONG","WARUREJA"
"ward3328180004","KREMAN","WARUREJA"
"ward3328180005","KENDAYAKAN","WARUREJA"
"ward3328180006","SUKAREJA","WARUREJA"
"ward3328180007","WARUREJA","WARUREJA"
"ward3328180008","RANGIMULYA","WARUREJA"
"ward3328180009","BANJARTURI","WARUREJA"
"ward3328180010","BANJAR AGUNG","WARUREJA"
"ward3328180011","KEDUNGKELOR","WARUREJA"
"ward3328180012","DEMANGHARJO","WARUREJA"
"ward3329010001","GUNUNG JAYA","SALEM"
"ward3329010002","INDRAJAYA","SALEM"
"ward3329010003","BANJARAN","SALEM"
"ward3329010004","SALEM","SALEM"
"ward3329010005","GUNUNG LARANG","SALEM"
"ward3329010006","GUNUNG SUGIH","SALEM"
"ward3329010007","GANGGAWANG","SALEM"
"ward3329010008","CITIMBANG","SALEM"
"ward3329010009","KADUMANIS","SALEM"
"ward3329010010","GANDOANG","SALEM"
"ward3329010011","CIPUTIH","SALEM"
"ward3329010012","BENTARSARI","SALEM"
"ward3329010013","BENTAR","SALEM"
"ward3329010014","PABUARAN","SALEM"
"ward3329010015","TEMBONGRAJA","SALEM"
"ward3329010016","GUNUNG TAJEM","SALEM"
"ward3329010017","WINDUSAKTI","SALEM"
"ward3329010018","WINDUASRI","SALEM"
"ward3329010019","CAPAR","SALEM"
"ward3329010020","WANOJA","SALEM"
"ward3329010021","PASIR PANJANG","SALEM"
"ward3329020001","CINANAS","BANTARKAWUNG"
"ward3329020002","BANJARSARI","BANTARKAWUNG"
"ward3329020003","CIBENTANG","BANTARKAWUNG"
"ward3329020004","TELAGA","BANTARKAWUNG"
"ward3329020005","KARANGPARI","BANTARKAWUNG"
"ward3329020006","WARU","BANTARKAWUNG"
"ward3329020007","PANGEBATAN","BANTARKAWUNG"
"ward3329020008","CIOMAS","BANTARKAWUNG"
"ward3329020009","TAMBAKSERANG","BANTARKAWUNG"
"ward3329020010","LEGOK","BANTARKAWUNG"
"ward3329020011","TERLAYA","BANTARKAWUNG"
"ward3329020012","JIPANG","BANTARKAWUNG"
"ward3329020013","BANTARKAWUNG","BANTARKAWUNG"
"ward3329020014","BANGBAYANG","BANTARKAWUNG"
"ward3329020015","BANTARWARU","BANTARKAWUNG"
"ward3329020016","SINDANGWANGI","BANTARKAWUNG"
"ward3329020017","PENGARASAN","BANTARKAWUNG"
"ward3329020018","KEBANDUNGAN","BANTARKAWUNG"
"ward3329030001","PRUWATAN","BUMIAYU"
"ward3329030002","LAREN","BUMIAYU"
"ward3329030003","JATISAWIT","BUMIAYU"
